Number_on_img,Img_name,X,Y,Width,High,Mean_brightness,Img_std,Wc_coef_level,Fractal_dim_level_min,Fractal_dim_level_max,Eigenvalue_of_matrix_level,Fractal_dim,Eigenvalue_of_matrix,Answer
685,1.jpg,1572,1687,4,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.3827867334163,8.84038211453898,0
686,1.jpg,1586,1689,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.15952321702187,11.0101901527167,0
687,1.jpg,2757,1689,5,7,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.39724389012306,60.9648083573124,0
688,1.jpg,1574,1692,13,22,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.3777532560214,2885.1102348121,0
689,1.jpg,2509,1694,5,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.53167627712719,44.8069684603026,0
690,1.jpg,1415,1696,2,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.56221983753765,10.8454135789163,0
691,1.jpg,1595,1696,3,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.60218961091766,15.752429915738,0
692,1.jpg,1589,1697,4,6,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.3717547625936,39.7791350231603,0
693,1.jpg,2489,1703,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.14915219271879,11.6376866332513,0
694,1.jpg,2853,1705,2,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.563594403593,24.0249109038179,0
695,1.jpg,2859,1705,5,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.39728894432522,58.3453298109017,0
696,1.jpg,219,1708,5,6,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.40253833219781,90.5366878222163,0
697,1.jpg,232,1708,2,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.70097122394619,18.1679015028198,0
698,1.jpg,2494,1708,6,11,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.39641027346606,172.236291733101,0
699,1.jpg,2571,1708,2,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.55989935787036,4.59885814283037,0
700,1.jpg,2877,1708,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.17803108501418,21.510672215472,0
701,1.jpg,2872,1711,3,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.25155328985306,10.9312399274603,0
702,1.jpg,1338,1713,7,10,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.55807688211107,408.509554088899,0
703,1.jpg,2523,1713,2,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.15644001914463,16.7928141447813,0
704,1.jpg,230,1714,4,8,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.40291297315892,94.0157395651586,0
705,1.jpg,1395,1714,2,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.1902634354398,18.572395000142,0
706,1.jpg,1403,1715,5,6,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.35476608727909,42.8280751207451,0
707,1.jpg,219,1716,6,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.4301686803259,49.4633677900469,0
708,1.jpg,1567,1717,2,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.55206404887184,11.371578253017,0
709,1.jpg,2623,1720,11,18,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.32549399714793,909.380817160345,0
710,1.jpg,1419,1721,2,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.58008916550263,29.0967866210176,0
711,1.jpg,2512,1722,2,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.57124694180116,7.10281815268973,0
712,1.jpg,2498,1728,5,10,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.25588253574149,131.037906845583,0
713,1.jpg,1571,1729,3,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.25488509465848,19.6085990169799,0
714,1.jpg,2685,1729,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.15334278236079,8.91822297687912,0
715,1.jpg,2504,1730,5,7,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.40656184193552,57.2130540230646,0
716,1.jpg,2514,1730,3,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.36798426355179,31.5495428731451,0
717,1.jpg,2524,1730,3,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.37025724768715,20.2580460405589,0
718,1.jpg,1422,1732,15,14,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.33250270510928,1037.67408809758,0
719,1.jpg,2541,1733,5,5,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.25913290877395,73.9604467135712,0
720,1.jpg,2688,1733,2,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.15244322554452,8.40436737950872,0
721,1.jpg,2520,1735,9,10,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.32662205940709,358.979706770019,0
722,1.jpg,2530,1735,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.16385779745754,17.6792142219839,0
723,1.jpg,502,1736,7,11,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.45108989857329,319.474202683222,0
724,1.jpg,1529,1737,8,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.16041081092496,17.5407674459076,0
725,1.jpg,1574,1740,4,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.38302681787341,25.1351697631126,0
726,1.jpg,1617,1740,6,8,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.37367250994436,109.908206059037,0
727,1.jpg,2844,1740,10,81,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.24096296716147,41950.6608996729,0
728,1.jpg,2538,1741,5,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.39587119844049,51.5011521176876,0
729,1.jpg,2563,1742,2,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.58121015661748,9.9,0
730,1.jpg,1565,1743,3,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.37185328304179,27.443976465793,0
731,1.jpg,1569,1748,2,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.15844740175227,15.9724722170256,0
732,1.jpg,2551,1749,9,5,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.3788716692915,118.79014570299,0
733,1.jpg,2602,1750,3,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.23917025870774,2.90828726006351,0
734,1.jpg,2666,1751,11,10,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.31464897845109,361.871410301302,0
735,1.jpg,2790,1751,11,39,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.25784863260495,33.0696097630446,0
736,1.jpg,2451,1753,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.14998863469473,3,0
737,1.jpg,2855,1754,7,67,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.24040890520581,6636.95968350371,0
738,1.jpg,2452,1756,3,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.24447380871232,7.1457308798029,0
739,1.jpg,2601,1758,5,7,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.39029464238356,55.1470317087252,0
740,1.jpg,2690,1759,14,15,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.29586915476427,754.715669958909,0
741,1.jpg,2623,1760,5,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.40118562536961,38.0522181130595,0
742,1.jpg,2863,1761,2,60,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.15258168809558,2750.6968230194,0
743,1.jpg,2330,1768,3,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.58604677536293,9.63041255397247,0
744,1.jpg,2640,1771,4,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.36548591139489,13.7540323933271,0
745,1.jpg,1591,1772,2,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.17883158369753,36.7033351215418,0
746,1.jpg,1628,1773,8,15,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.75469027155964,4077.5574994022,1
747,1.jpg,2708,1781,2,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.1570711124555,19.4084201262942,0
748,1.jpg,2704,1783,3,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.58432870635528,16.2754599999155,0
749,1.jpg,2598,1786,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.16910039058216,16.1102602634614,0
750,1.jpg,2802,1791,42,28,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.34618065930135,6803.71781358217,0
751,1.jpg,1660,1797,7,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.32183791382225,73.0250140432792,0
752,1.jpg,2707,1801,17,14,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.35974053709954,993.596735398091,0
753,1.jpg,2565,1803,10,7,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.37381961819589,242.583195884239,0
754,1.jpg,2793,1803,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.15751215524322,14.2509742482163,0
755,1.jpg,2698,1804,3,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.37283113886532,16.0692936319156,0
756,1.jpg,2794,1807,5,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.53770554143608,23.3813024136456,0
757,1.jpg,1679,1811,3,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.55127650855245,19.3602435448729,0
758,1.jpg,2573,1811,2,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.56233761529168,14.5407505459049,0
759,1.jpg,2569,1814,2,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.55442306506673,1.9518323055644,0
760,1.jpg,2725,1817,3,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.24304146798586,18.6317982061653,0
761,1.jpg,689,1818,4,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.39052137934402,68.6471611796462,0
762,1.jpg,2711,1821,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.16951823977773,9.15517018280607,0
763,1.jpg,694,1823,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.31994822388828,36.158244723928,0
764,1.jpg,2702,1823,4,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.29312540808841,37.062794305164,0
765,1.jpg,2850,1823,13,14,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.33155606835352,1664.61592930664,0
766,1.jpg,2562,1825,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.16410524528147,8.38235862481276,0
767,1.jpg,2707,1825,3,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.36604595864511,14.7714820660569,0
768,1.jpg,2845,1827,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.17784906673979,19.8621241186665,0
769,1.jpg,2807,1828,8,10,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.34519240759948,252.236019842851,0
770,1.jpg,2711,1829,4,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.27610020664324,22.8601757043275,0
771,1.jpg,2752,1833,2,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.57123515102148,5.49336429551979,0
772,1.jpg,2829,1835,3,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.6091749807157,26.1772067270627,0
773,1.jpg,2821,1836,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.16054007077541,8.91822297687912,0
774,1.jpg,2717,1837,13,27,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.29207944139252,2422.86804036205,0
775,1.jpg,2824,1837,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.15565850571233,6.18641038384027,0
776,1.jpg,2481,1840,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.15157438541938,9.15517018280607,0
777,1.jpg,2481,1843,5,6,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.33469406292013,44.2323756108452,0
778,1.jpg,2503,1844,13,16,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.34696052942361,1099.9587615551,0
779,1.jpg,2713,1845,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.17216233447147,18.8533353788745,0
780,1.jpg,2518,1849,7,8,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.32505516646808,116.109757997349,0
781,1.jpg,1183,1850,10,8,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.35769994815182,63.4657176981103,0
782,1.jpg,2094,1850,4,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.27309111745606,31.0548403697105,0
783,1.jpg,2485,1850,2,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.5732164871645,8.12687720645332,0
784,1.jpg,2574,1852,3,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.38637770194483,29.7221612166559,0
785,1.jpg,2089,1854,3,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.58170944328577,25.4450587836866,0
786,1.jpg,2750,1854,9,7,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.36772639082048,116.816806856153,0
787,1.jpg,2790,1854,21,27,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.35978681054238,4237.41066379953,0
788,1.jpg,2543,1856,8,9,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.33530570765082,161.498705300819,0
789,1.jpg,2572,1858,5,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.5177134065406,41.0972745198595,0
790,1.jpg,2740,1858,4,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.38301485081217,24.7404498964583,0
791,1.jpg,2733,1859,6,6,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.29986572993549,85.2001320077324,0
792,1.jpg,2555,1861,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.16789067649943,10.6666666666667,0
793,1.jpg,2580,1861,21,16,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.38340810223526,2033.35111200115,0
794,1.jpg,2348,1862,6,12,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.25869942763447,280.71978251069,0
795,1.jpg,2758,1862,12,9,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.39037772904762,475.57134975352,0
796,1.jpg,2859,1862,2,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.56544730785869,16.0478518369689,0
797,1.jpg,2866,1862,2,7,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.30853337717835,33.9412361948581,0
798,1.jpg,2873,1862,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.14944180716384,6.21473731768636,0
799,1.jpg,2869,1863,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.15844740175227,2.92140621432676,0
800,1.jpg,2188,1867,22,22,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.65863657397616,38866.4105764249,1
801,1.jpg,2548,1867,2,5,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.40143252447336,23.2272298895525,0
802,1.jpg,2849,1867,16,15,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.3132106638979,975.138968301107,0
803,1.jpg,2754,1868,3,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.27357717878973,28.4399797716696,0
804,1.jpg,2832,1870,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.15026193968447,5.13029619295651,0
805,1.jpg,2762,1872,5,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.55624263796151,22.4963675932572,0
806,1.jpg,2841,1872,5,6,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.34576104857439,100.923086176881,0
807,1.jpg,2835,1873,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.1800632222489,8.38235862481276,0
808,1.jpg,2779,1874,3,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.37100389489748,38.7225611255305,0
809,1.jpg,2530,1877,5,6,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.34338949169427,62.9179764293411,0
810,1.jpg,2611,1877,7,9,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.37496392653158,110.01662187024,0
811,1.jpg,2519,1879,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.15311092355505,4.71333384471862,0
812,1.jpg,2763,1879,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.19697679115569,15.2303201978749,0
813,1.jpg,2855,1883,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.16109649436224,3,0
814,1.jpg,2370,1885,10,13,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.3582808376593,349.495661862353,0
815,1.jpg,2524,1885,3,5,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.51895559638347,22.2210190604932,0
816,1.jpg,2763,1887,2,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.55731435034197,15.2867917268665,0
817,1.jpg,2529,1889,2,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.58595487915932,7.9860557776123,0
818,1.jpg,2739,1889,3,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.26934338966917,20.2186291904973,0
819,1.jpg,2596,1891,12,11,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.31860379552693,349.079223919573,0
820,1.jpg,2532,1892,8,6,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.37516041203757,174.264736331791,0
821,1.jpg,2566,1893,9,11,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.35230234034041,343.753859657826,0
822,1.jpg,2619,1894,25,25,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.34633614195602,4555.28976826898,0
823,1.jpg,2414,1895,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.17166578145373,14.8328937292819,0
824,1.jpg,2381,1897,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.17421630134058,14.8328937292819,0
825,1.jpg,2611,1897,6,11,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.43761480240917,554.861590685729,0
826,1.jpg,2006,1898,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.15999353326179,14.327977178161,0
827,1.jpg,2006,1901,6,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.37675418993034,60.8425647760799,0
828,1.jpg,2614,1912,3,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.56710805996315,11.0349214047445,0
829,1.jpg,1939,1915,8,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.38465539195465,60.5779420679721,0
830,1.jpg,2616,1916,2,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.57730877146,14.8059872271994,0
831,1.jpg,1948,1918,5,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.41004694158753,23.4319816695256,0
832,1.jpg,1941,1920,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.13617281807269,0.294339217336218,0
833,1.jpg,2635,1920,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.15544992430128,11.3082493731501,0
834,1.jpg,2991,1920,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.17941337423255,14.2509742482163,0
835,1.jpg,1943,1923,4,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.38799493522362,14.1067521308558,0
836,1.jpg,1958,1925,3,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.57328028195925,5.67035229519716,0
837,1.jpg,2642,1925,3,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.58537123054109,13.3290212170448,0
838,1.jpg,2986,1925,4,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.27274260625395,22.9379161485022,0
839,1.jpg,1949,1926,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.15218296630389,2.1026649091528,0
840,1.jpg,2633,1926,5,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.40013476537565,46.5452055095241,0
841,1.jpg,1952,1927,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.2020188793783,29.4339217336218,0
842,1.jpg,2559,1927,3,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.57720361339493,5.02333197066314,0
843,1.jpg,2416,1929,3,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.36865614020317,16.7053096713888,0
844,1.jpg,1517,1936,4,7,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.50994100261189,86.4102380222601,0
845,1.jpg,1523,1936,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.24382560660396,10.0136045043401,0
846,1.jpg,1528,1938,2,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.66926113869015,24.303728164742,0
847,1.jpg,2630,1938,2,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.56458352200948,6.81403248914681,0
848,1.jpg,2638,1938,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.14511452920952,7.35848043340546,0
849,1.jpg,1527,1943,3,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.40972477127471,27.4418204874914,0
850,1.jpg,2535,1943,3,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.37578364170287,29.3681761123745,0
851,1.jpg,2587,1944,3,6,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.20094930944074,39.1306063365623,0
852,1.jpg,2608,1944,19,20,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.30416728848431,1845.56386798057,0
853,1.jpg,2592,1947,3,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.24730967578584,9.46792468545063,0
854,1.jpg,2584,1951,21,18,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.35828720401094,3163.619536129,0
855,1.jpg,2562,1953,4,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.27390199016427,19.0593499698646,0
856,1.jpg,2448,1961,4,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.37003718087753,14.8047327771303,0
857,1.jpg,2574,1965,5,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.39829255221945,65.0587472731947,0
858,1.jpg,2492,1969,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.14789625538139,4.71333384471862,0
859,1.jpg,2501,1969,12,16,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.35342075755189,643.824449799006,0
860,1.jpg,2428,1970,3,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.25431092738349,7.2819894606063,0
861,1.jpg,2564,1970,3,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.58022901167259,14.7706745304043,0
862,1.jpg,2591,1970,3,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.24425766580405,15.0159322987926,0
863,1.jpg,2535,1973,23,25,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.30835146733065,3735.25614796479,0
864,1.jpg,2585,1978,4,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.28112879250648,24.2492300017562,0
865,1.jpg,2530,1979,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.15656683230951,6.25221899456536,0
866,1.jpg,2531,1983,3,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.3665901842106,20.8830232436045,0
867,1.jpg,2566,1984,7,10,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.35674256236751,262.858336237378,0
868,1.jpg,2481,1987,9,14,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.36597227981049,1141.15273749855,0
869,1.jpg,2496,1989,4,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.16052781907725,22.2761315796705,0
870,1.jpg,2581,1990,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.15851055459175,1.66666666666667,0
871,1.jpg,2494,1992,7,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.45505242348607,71.1586944416776,0
872,1.jpg,2512,1993,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.17071009401133,12.9369590362389,0
873,1.jpg,2571,1995,4,3,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.36906059882661,19.4796652820166,0
874,1.jpg,2526,1996,8,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.27386588770612,73.0342795377832,0
875,1.jpg,2435,1997,11,10,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.31636982438404,356.59009668227,0
876,1.jpg,2496,1997,6,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.39115215438377,48.3893547239848,0
877,1.jpg,2583,1997,3,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.56277987982845,7.10281815268973,0
878,1.jpg,2562,1999,3,5,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.53303553215441,32.2709505324909,0
879,1.jpg,2526,2001,5,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.39618068406294,36.2810141830134,0
880,1.jpg,2455,2004,3,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.55397414479922,6.30406830531111,0
881,1.jpg,2491,2009,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.16785387239729,4.25325941210496,0
882,1.jpg,2535,2012,3,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.56812794047607,11.2575308019548,0
883,1.jpg,2464,2019,2,2,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,2.16962478958476,6.66666666666667,0
884,1.jpg,1,2045,5,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,3.22401885304027,78.0789377910119,0
885,1.jpg,3069,2045,4,4,0.528364852208771,0.27381574051421,10,2.43,3.3,1100,3.1116310920238,102.019389582488,0
1,2.jpg,1,1,5,5,0.450670703847037,0.0436250808670322,12,2.3,3.3,1000,4.09034155127025,879.734788228805,0
2,2.jpg,1103,1,4,5,0.450670703847037,0.0436250808670322,12,2.3,3.3,1000,3.5560573163248,445.610674825987,0
3,2.jpg,448,290,54,38,0.450670703847037,0.0436250808670322,12,2.3,3.3,1000,2.34525879705777,2670.47375755802,1
4,2.jpg,1,700,5,4,0.450670703847037,0.0436250808670322,12,2.3,3.3,1000,3.6150915178802,588.863654587969,0
5,2.jpg,1103,700,4,4,0.450670703847037,0.0436250808670322,12,2.3,3.3,1000,3.46845231830993,670.699746722211,0
1,2.jpg,1,1,5,5,0.450670703847037,0.0436250808670322,12,2.3,3.3,1000,4.09034155127025,879.734788228805,0
2,2.jpg,1103,1,4,5,0.450670703847037,0.0436250808670322,12,2.3,3.3,1000,3.5560573163248,445.610674825987,0
3,2.jpg,448,290,54,38,0.450670703847037,0.0436250808670322,12,2.3,3.3,1000,2.34525879705777,2670.47375755802,1
4,2.jpg,1,700,5,4,0.450670703847037,0.0436250808670322,12,2.3,3.3,1000,3.6150915178802,588.863654587969,0
5,2.jpg,1103,700,4,4,0.450670703847037,0.0436250808670322,12,2.3,3.3,1000,3.46845231830993,670.699746722211,0
1,3.png,1,1,5,7,0.493031151854678,0.0593103411875698,5,2.3,3.3,1000,4.14457310327364,6863.17913445319,0
2,3.png,690,1,4,7,0.493031151854678,0.0593103411875698,5,2.3,3.3,1000,3.83542561982775,7330.1911837317,0
3,3.png,163,4,2,2,0.493031151854678,0.0593103411875698,5,2.3,3.3,1000,2.16054007077541,2.64905295602597,0
4,3.png,271,4,3,4,0.493031151854678,0.0593103411875698,5,2.3,3.3,1000,2.36428426508463,2.09946096287047,0
